url,address,name,rate,votes,phone,location,rest_type,dish_liked,cuisines,review_list
https://www.zomato.com/bangalore/udupi-upahar-banashankari?context=eyJzZSI6eyJlIjpbIjE4MzY0MDczIiwiMTg5MDIxNzMiLCI1NjIwMiIsIjE4Njc5MTkzIiw1NTk5NCwiNTE4MTEiLCI1NDM1MiIsIjE4MjI0Njc2IiwiNTEwNjUiLCIxODI5ODc2OSIsIjU2NzkxIiwiNTQzMjMiLCI1OTI4OSIsIjUxNDAyIiwiMTg2NzY1NTEiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,No.1585 22nd MainBanashankari 1st Stage,Udupi Upahar,3.8/5,58,804512875.0,Banashankari,Quick Bites,,South Indian  Chinese  North Indian  Juices,    Rated 1 0    RATED n  Food is not good    Noodles were smelling like its was prepared 2 days before   bad smelling   I throwed it   Food is not good please give fresh food      Rated 1 0    RATED n  No salt      Rated 5 0    RATED n  Super      Rated 4 0    RATED n  GoodGood      Rated 2 0    RATED n  wrong order was placed      Rated 2 0    RATED n  taste want to improve      Rated 5 0    RATED n  good      Rated 1 0    RATED n  poor quality no taste i ll go with swiggy they will supply quality and hot food      Rated 4 0    RATED n  Very good      Rated 5 0    RATED n  nice   koot is good      Rated 1 0    RATED n  paneer not good      Rated 1 0     RATED n  Rude staff  The attitude is terrible  Moreover the owner enterains such crude behaviour  Can t expect high standards from a small restaurant  But
https://www.zomato.com/bangalore/ranganna-military-hotel-jayanagar?context=eyJzZSI6eyJlIjpbIjE4OTAyMTczIiwiNTYyMDIiLCIxODY3OTE5MyIsIjU1OTk0Iiw1MTgxMSwiNTQzNTIiLCIxODIyNDY3NiIsIjUxMDY1IiwiMTgyOTg3NjkiLCI1Njc5MSIsIjU0MzIzIiwiNTkyODkiLCI1MTQwMiIsIjE4Njc2NTUxIiwiNTI5OTMiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,61 1st Floor KR Road 7th Block Jayanagar Bangalore,Ranganna Military Hotel,4.2/5,725,,Jayanagar,Quick Bites,Mutton Biryani  Mutton Chops  Chicken Biryani  Chicken Fry  Paya  Mutton Fry  Chilli Chicken,South Indian  Biryani,    Rated 4 0    RATED n  Pakka naati style military hotel  Had been to this place with my brother  tried Boti fry  kal soup  biryani all tasted very good  Service can be better       Rated 2 0    RATED n  Visited this place with my friend on a regular Friday 2 30 PM which is a good time to lunch  But which I gone thru was not at all expected  No biryani for 20mins but when I got biryani it was very average  kababs was decent  mutton fry was cold   3starer  chicken leg was good but pretty cold  Place is not at all clean and staffs are not at all ready to hear you  Over all pretty disappointed       Rated 4 0    RATED n  Visited on my way back from work at about 8pm   there were not many people present at this time    it must be usually crowded during the daytime     ordered the traditional thalemamsa Fry  Keema ball and paratha    Awesome taste    will be back to try out their other dishes        Rated 2 0     RATED n  The food was very good  Authentic Karnataka cuisine  nBut the service was one of the worst I ve seen
https://www.zomato.com/bangalore/vidyarthi-bhavan-basavanagudi?context=eyJzZSI6eyJlIjpbIjU1OTk0IiwiNTE4MTEiLCI1NDM1MiIsIjE4MjI0Njc2Iiw1MTA2NSwiMTgyOTg3NjkiLCI1Njc5MSIsIjU0MzIzIiwiNTkyODkiLCI1MTQwMiIsIjE4Njc2NTUxIiwiNTI5OTMiLCI1MDE3NyIsIjU1MDkwIiwiNTE2MjkiLCI1NDM1MSIsIjE4ODY2ODY4IiwiMTg3MDk4MTkiLCI1NDA4NiIsIjYxNTc1IiwiNTc0MzUiLCI1OTY3NCIsIjYwMzE0Il0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,32 Gandhi Bazaar Near Gandhi Bazaar Circle Basavanagudi Bangalore,Vidyarthi Bhavan,4.4/5,4460,802667758.0,Basavanagudi,Quick Bites,Filter Kaapi  Filter Coffee  Khara Bhath  Maddur Vada  Crispy Masala Dosa  Kesari Bath  Ghee Masala Dosa,South Indian,    Rated 5 0    RATED n  This is such an amazing place with such amazing food  Ordered their most famous masale dose   couldn t stop at one and their Khara Baath along with filter coffee  the best in Bangalore  Gets extremely crowded but the food is totally worth the wait       Rated 5 0    RATED n  this place stole our hearts for forever  simple  pretty  amazing people  delivery and this place is yummy   nI crave for this place every time I hear dosa       Rated 4 0     RATED n  Though extremely crowded during the weekends 
https://www.zomato.com/bangalore/bharjari-oota-basavanagudi?context=eyJzZSI6eyJlIjpbIjUxODExIiwiNTQzNTIiLCIxODIyNDY3NiIsIjUxMDY1IiwxODI5ODc2OSwiNTY3OTEiLCI1NDMyMyIsIjU5Mjg5IiwiNTE0MDIiLCIxODY3NjU1MSIsIjUyOTkzIiwiNTAxNzciLCI1NTA5MCIsIjUxNjI5IiwiNTQzNTEiLCIxODg2Njg2OCIsIjE4NzA5ODE5IiwiNTQwODYiLCI2MTU3NSIsIjU3NDM1IiwiNTk2NzQiLCI2MDMxNCJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,18 Gandhi Bazar Main Road Roti Ghar Basavanagudi Bangalore,Bharjari Oota,3.9/5,153,802662973.0,Basavanagudi,Casual Dining,Curd Rice  Coriander Soup  Masala Dosa  Biryani  Thali,South Indian,    Rated 5 0     RATED n  After MTR we always needed another hotel with the typical karnataka cuisine  Every item is delicious  We end up tummy full of contentment and satisfaction  Though it breaks the diet but worth the cheat diet  n nDon t miss small hot dosas   
https://www.zomato.com/bangalore/slv-corner-restaurant-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4MjI0Njc2IiwiNTEwNjUiLCIxODI5ODc2OSIsIjU2NzkxIiw1NDMyMywiNTkyODkiLCI1MTQwMiIsIjE4Njc2NTUxIiwiNTI5OTMiLCI1MDE3NyIsIjU1MDkwIiwiNTE2MjkiLCI1NDM1MSIsIjE4ODY2ODY4IiwiMTg3MDk4MTkiLCI1NDA4NiIsIjYxNTc1IiwiNTc0MzUiLCI1OTY3NCIsIjYwMzE0Il0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,42 Vani Vilas Road Ramakrishna Ashrama Circle Basavanagudi Bangalore,SLV Corner Restaurant,4.1/5,364,804965323.0,Basavanagudi,Casual Dining,Masala Dosa  Filter Coffee  Maddur Vada  Curd Vadai  Onion Dosa  Upma  Sunday Breakfast,South Indian  Chinese  North Indian  Street Food  Rolls  Juices,    Rated 4 0    RATED n  One of the oldest restaurant in Basavanagudi which serves amazing dosa and idli sambar   people do hangout here after their everyday routine walk in Lalbagh or Krishna Rao park to have coffee and lipsmacking idli sambar        Rated 4 0    RATED n  Nice place near Basavanagudi  worth trying all the items   Dosa and vada is too good   any item is good it is always filled with people   coffee is good n nAmbience 3 5 5 nFood 4 5      Rated 5 0     RATED n  Located in Basvangudi and is a perfect place for a simple yet tasty breakfast Best filter coffee and idly
https://www.zomato.com/bangalore/baisakhi-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4Mjk4NzY5IiwiNTY3OTEiLCI1NDMyMyIsIjU5Mjg5Iiw1MTQwMiwiMTg2NzY1NTEiLCI1Mjk5MyIsIjUwMTc3IiwiNTUwOTAiLCI1MTYyOSIsIjU0MzUxIiwiMTg4NjY4NjgiLCIxODcwOTgxOSIsIjU0MDg2IiwiNjE1NzUiLCI1NzQzNSIsIjU5Njc0IiwiNjAzMTQiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,160 Gandhi Bazar Main Road Basavanagudi Bangalore,Baisakhi,3.8/5,527,,Basavanagudi,Casual Dining,Masala Chaach  Tomato Shorba  Gajar Ka Halwa  Biryani  Deluxe Punjabi Thali  Rajma  Paneer Tikka Masala,North Indian,    Rated 5 0    RATED n  This is a cute small place serving good food at a very reasonable price  My all time favourite is their paneer satay  The quantity is too too much but i am defintnot complaining            Rated 4 0    RATED n  Amazing place for North Indian food specially punjabi food  Although not very spacious and clean but the food here is really good  I ordered for paratha thali and it had two tandoori aloo parathas with black Channa  pickle and Raitha and everything tasted good        Rated 4 0    RATED n  Nice place to enjoy authentic Punjabi meal  They have nice dishes of Punjabi and even it somewhere match the taste of Punjab also    good staff service and budget price      Rated 4 0    RATED n  What do we say about paneer satay  They are the best thing you will ever have in your day Their thali is filling and the service is too good   nThe place is small and cozy  Paneer dishes and the jain dishes steal the show here  nGreat Work Team       Rated 4 0     RATED n  Visited this place today for a quick lunch while shopping at Gandhi Bazar  The ambience is amazing and we chose a seating area next to the French window  I ordered the Amritsari kulcha thali going by the waitstaff s suggestion  Asked him to add butter cubes to the kulcha as it s yum to have them moist  It was served with chole
https://www.zomato.com/bangalore/kollapuris-basavanagudi?context=eyJzZSI6eyJlIjpbIjUyOTkzIiwiNTAxNzciLCI1NTA5MCIsIjUxNjI5Iiw1NDM1MSwiMTg4NjY4NjgiLCIxODcwOTgxOSIsIjU0MDg2IiwiNjE1NzUiLCI1NzQzNSIsIjU5Njc0IiwiNjAzMTQiLCIxODI2MDA3OSIsIjU4NTI5IiwiNTA4NDMiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,1 Corporation Market Gandhi Bazar Basavanagudi Bangalore,Kollapuri's,3.9/5,206,,Basavanagudi,Quick Bites,Chicken Biryani  Mutton Biryani  Egg Biryani  Chicken Fry  Mutton Fry,South Indian  Mangalorean,    Rated 4 0    RATED n  you can find this place in the flower market of Gandhi Bazaar and it is one of the best non veg hotel in Gandhi Bazaar  Biryani is one of the best and the status of best      Rated 4 0    RATED n  Come here if you wanna eat authentic good savji type food and not for the ambiance  The ambiance is really bad but they make up for that with their food  Try the Raja chicken and you will not be disappointed  There are some dishes you get only in the evening so make sure you go in the evening for dinner so you can have that  Everything That we had was really good  The service is also very prompt and good  You can ask for as many raitas and gravies that you want and they will not judge you   follow us on Instagram handle Justbangaloring      Rated 4 0     RATED n  A budget friendly place with good food The place is small and always crowded Thr ambiance I would say is poor but people don t come here for ambiance Its for the food taste I had Masala chapathi
https://www.zomato.com/bangalore/aadhya-hotel-basavanagudi-bangalore?context=eyJzZSI6eyJlIjpbIjUwMTc3IiwiNTUwOTAiLCI1MTYyOSIsIjU0MzUxIiwxODg2Njg2OCwiMTg3MDk4MTkiLCI1NDA4NiIsIjYxNTc1IiwiNTc0MzUiLCI1OTY3NCIsIjYwMzE0IiwiMTgyNjAwNzkiLCI1ODUyOSIsIjUwODQzIiwiMTg0MjQwNjIiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,215 2nd Main Thygarajanagar Basavanagudi Bangalore,Aadhya Hotel,3.3/5,5,,Basavanagudi,"Casual Dining, Bar",,South Indian  North Indian  Chinese  Biryani,  
https://www.zomato.com/bangalore/redberrys-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4ODY2ODY4IiwiMTg3MDk4MTkiLCI1NDA4NiIsIjYxNTc1Iiw1NzQzNSwiNTk2NzQiLCI2MDMxNCIsIjE4MjYwMDc5IiwiNTg1MjkiLCI1MDg0MyIsIjE4NDI0MDYyIiwiMTgyODA2MDMiLCI1NjI2MyIsIjE4NzI3OTQxIiwiMTg4MjA0MjYiLCIxODY0Mjk5NiIsIjE4NjA1MjkzIiwiNTE0MDMiLCI1MTc5OCIsIjU5NjczIiwiNTU3MDgiLCI1NzkwNSJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,30 Surveyor Street DVG Road Basavanagudi Bangalore,Redberrys,4.0/5,219,,Basavanagudi,Cafe,Pizza  Fries  Anjeer Ice Cream  Sandwiches  Gelato  Burgers  Kesar Badam,Cafe  Italian,    Rated 4 0     RATED n  Redberrys will provideswonderful ice cream flavours and some tasty delights to fill up your tummy with the italian touch friendly staff s quick response towards the customer food in redberrys were good and tasty we loved the pizzas that they serve nice place to hangout with friends one of the best place to jump in   
https://www.zomato.com/bangalore/nisarga-garden-restaurant-basavanagudi?context=eyJzZSI6eyJlIjpbIjU0MDg2IiwiNjE1NzUiLCI1NzQzNSIsIjU5Njc0Iiw2MDMxNCwiMTgyNjAwNzkiLCI1ODUyOSIsIjUwODQzIiwiMTg0MjQwNjIiLCIxODI4MDYwMyIsIjU2MjYzIiwiMTg3Mjc5NDEiLCIxODgyMDQyNiIsIjE4NjQyOTk2IiwiMTg2MDUyOTMiLCI1MTQwMyIsIjUxNzk4IiwiNTk2NzMiLCI1NTcwOCIsIjU3OTA1Il0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,26 D.V.G. Road Gandhi Bazaar Basavanagudi Bangalore,Nisarga Garden Restaurant,3.4/5,51,,Basavanagudi,Quick Bites,,South Indian  Chinese  Desserts  Beverages,    Rated 3 0     RATED n  This place is serving food from past many years in Basavanagudi
https://www.zomato.com/bangalore/new-prashanth-hotel-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4MjYwMDc5IiwiNTg1MjkiLCI1MDg0MyIsIjE4NDI0MDYyIiwxODI4MDYwMywiNTYyNjMiLCIxODcyNzk0MSIsIjE4ODIwNDI2IiwiMTg2NDI5OTYiLCIxODYwNTI5MyIsIjUxNDAzIiwiNTE3OTgiLCI1OTY3MyIsIjU1NzA4IiwiNTc5MDUiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,22 Gandhibazar Basavangudi Bangalore Basavanagudi Bangalore,New Prashanth Hotel,3.9/5,66,,Basavanagudi,Casual Dining,,South Indian,   Rated 4 0    RATED n  Just when you feel like eating some mudde n chicken curry   This is the place to go to   Love love their chicken biryani  chilli chicken n the mudde with chicken curry  Favvvvv   
https://www.zomato.com/bangalore/udupi-sri-krishna-bhavan-basavanagudi?context=eyJzZSI6eyJlIjpbIjU4NTI5IiwiNTA4NDMiLCIxODQyNDA2MiIsIjE4MjgwNjAzIiw1NjI2MywiMTg3Mjc5NDEiLCIxODgyMDQyNiIsIjE4NjQyOTk2IiwiMTg2MDUyOTMiLCI1MTQwMyIsIjUxNzk4IiwiNTk2NzMiLCI1NTcwOCIsIjU3OTA1IiwiMTg4NTk2MjUiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,,Udupi Sri Krishna Bhavan,4.1/5,238,,Basavanagudi,Quick Bites,Masala Dosa  Vada  Obbattu  Badam Milk  Khara Bhath  Coffee  Puri Saagu,South Indian,   Rated 4 0    RATED n  Had been for mid Day Meal from many days  Finally we were able to make it  We thoroughly enjoyed the Full Unlimited Meals of the restaurant  By the time we came to 70  of the lunch we were feeling full but some how managed to taste every dish served to the last  Must try for people who want to try perfect Udupi Thali  Ajay Babu nService 5 5 nFood 4 5 nQuality and Quantity 4 5 nPrice 4 5 nTaste 4 5      Rated 4 0    RATED n  Frankly one of the best masala Dosae in Bangalore  lived up to my expectations  Great dosas and coffee was really good  The prices are on the expensive side but really worth it  nTaste 4 5 5 nHygiene 4 5 nServing size 4 5 5 nService 4 5 5 nPrice 4 5 nAmbience 3 5 5      Rated 4 0    RATED n  Another packed breakfast place in Gandhi Bazar with both ground floor and the first floor seating  I had to wait for around 20 minutes to get a seat on a Sunday morning  We started with idly which was average but the vada here was just fantastic with the right balance of crispyness and softness  The masala dosa was more on the softer side than a crispy one but the taste was really good  Obviously a coffee is a must after a great breakfast like this and yes the coffee was just perfect and hot  A highly recommended place for an amazing South Indian breakfast       Rated 4 0    RATED n  Nice place to enjoy Authentic south Indian meal   good staff    pocket friendly also nThey have other varieties also but one should must try meal at this place you vl get to eat everything in one plate ifself       Rated 4 0    RATED n  One of the authentic South Indian breakfast places  nThey have delicious sambar and dosa  nWent there unplanned and had idli kesaribath and dosa and I easily skipped lunch after  nIt s super affordable and delicious      Rated 1 0    RATED n  Mind blowing banana plaintain leaf meals  Unlimited   Rs240 each  You will get juice   1 sweet   holige   also banana   paan beeda in the end  Overall very good south Indian meals  Almost wedding feast like meals  But the ONE PROBLEM is you they will bring each item only once so you have to ASK them again and again  to serve if you need anything MORE  They should honestly bring ALL ITEMS at least twice       Rated 4 0    RATED n  Mind blowing place  The special meal is something to crave for  go for  keep going for  n nStarts with vegetable sabzis  chutney  molaga bajji  rava idli  coconut poli  poori   sabzi  pulao  Then comes the white rice with Sambhar   Rasam  Curd rice  payasam   thayir vada  Did i mention all were unlimited  Cost   210    
https://www.zomato.com/bangalore/vijayalakshmi-basavanagudi-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDI0MDYyIiwiMTgyODA2MDMiLCI1NjI2MyIsIjE4NzI3OTQxIiwxODgyMDQyNiwiMTg2NDI5OTYiLCIxODYwNTI5MyIsIjUxNDAzIiwiNTE3OTgiLCI1OTY3MyIsIjU1NzA4IiwiNTc5MDUiLCIxODg1OTYyNSIsIjU2NDQ2IiwiMTg2MDU5ODciXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,No.37 Shree Complex Next to Dominoes Pizza Bull temple Road Basavanagudi Bangalore,Vijayalakshmi,3.9/5,47,,Basavanagudi,Quick Bites,,South Indian,   Rated 4 0    RATED n  Nice restaurant for south indian snacks and dose  Good chats but quantity is less  We tried Mangaluru bonda  chats and coffee  Quick preparation of food  self service        Rated 4 0    RATED n  This is just opposite to our house and we have been there more than 20 times Liked their Idly vada set dosas and Masala dosas  Tried Poori and chaat also Liked all dishes  But manchow soup was not Good  Channa Batura was nice  Their south Indian Thali is nice and very reasonable Prices are affordable  Bought oarcel roti and Panner Masala  it was good  As its jump its a Saviour joint for us       Rated 3 0    RATED n  Had got a coffee and Rava Idli  Rava idli was very soft and fresh  it came with a potato saagu and a Chutney both being very good  Coffee was great as well  However they can improve on their aesthetics near the juice sweets section as it looked a bit shabby  apart from it everything was pretty neat  nLooking forward to try other dishes       Rated 3 0    RATED n  Food taste is good nThe service is not so good nThey take too much time for serving even when the crowd is less nFood is over priced for the quality  quantity and taste for the food that is served   
https://www.zomato.com/bangalore/nammura-donne-biriyani-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4MjgwNjAzIiwiNTYyNjMiLCIxODcyNzk0MSIsIjE4ODIwNDI2IiwxODY0Mjk5NiwiMTg2MDUyOTMiLCI1MTQwMyIsIjUxNzk4IiwiNTk2NzMiLCI1NTcwOCIsIjU3OTA1IiwiMTg4NTk2MjUiLCI1NjQ0NiIsIjE4NjA1OTg3IiwiMTg0NzIwMTQiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,,Nammura Donne Biriyani,3.5/5,155,804965215.0,Basavanagudi,Quick Bites,,Biryani  Fast Food,    Rated 2 0     RATED n  taste is average 
https://www.zomato.com/bangalore/ice-thunder-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4ODIwNDI2IiwiMTg2NDI5OTYiLCIxODYwNTI5MyIsIjUxNDAzIiw1MTc5OCwiNTk2NzMiLCI1NTcwOCIsIjU3OTA1IiwiMTg4NTk2MjUiLCI1NjQ0NiIsIjE4NjA1OTg3IiwiMTg0NzIwMTQiLCIxODc5MzAxMCIsIjUyMzg5IiwiMTg4NDA0MTMiLCIxODg5MDk0MCIsIjUwNTQ5IiwiMTg2NzYzNjYiLCI1NDMyOSIsIjE4MjgwNTkyIiwiMTg1OTU4NjEiLCIxODY1NTgyOSIsIjU0MzYxIl0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,DV Gundappa Road Gandhi Bazar Circle Binny Talkies Basavanagudi Bangalore,Ice Thunder,3.8/5,124,,Basavanagudi,Quick Bites,Masala Poori  Rumali Roti  Sandwiches  Chaat  Burgers,South Indian  Fast Food  North Indian  Desserts,   Rated 4 0    RATED n  Had been to this place to have my breakfast  I choose palav over bisi belebath  You have South Indian North Indian as well as chats and deserts  Chats at this place starts after 12 30 which is good as well  Located at Gandhi bazar circle  this place is quite familiar Vidyarthi bhavan  Sln Udupi bhavan A2B  Gokul are few popular restaurants nearby   Prices are average    
https://www.zomato.com/bangalore/south-kitchen-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NjQyOTk2IiwiMTg2MDUyOTMiLCI1MTQwMyIsIjUxNzk4Iiw1OTY3MywiNTU3MDgiLCI1NzkwNSIsIjE4ODU5NjI1IiwiNTY0NDYiLCIxODYwNTk4NyIsIjE4NDcyMDE0IiwiMTg3OTMwMTAiLCI1MjM4OSIsIjE4ODQwNDEzIiwiMTg4OTA5NDAiLCI1MDU0OSIsIjE4Njc2MzY2IiwiNTQzMjkiLCIxODI4MDU5MiIsIjE4NTk1ODYxIiwiMTg2NTU4MjkiLCI1NDM2MSJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,1st Main Road Near Katte Balaga NR Colony Basavanagudi Bangalore,South Kitchen,4.3/5,275,,Basavanagudi,Quick Bites,Kharabath  Crispy Vada  Filter Coffee  Idli Vada  Idli Chutney  Kesari Bath  Gulab Jamun,South Indian,    Rated 5 0     RATED n  This is again a IDLY CHUTNEY joint in Bangalore
https://www.zomato.com/bangalore/upahara-darshini-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NjA1MjkzIiwiNTE0MDMiLCI1MTc5OCIsIjU5NjczIiw1NTcwOCwiNTc5MDUiLCIxODg1OTYyNSIsIjU2NDQ2IiwiMTg2MDU5ODciLCIxODQ3MjAxNCIsIjE4NzkzMDEwIiwiNTIzODkiLCIxODg0MDQxMyIsIjE4ODkwOTQwIiwiNTA1NDkiLCIxODY3NjM2NiIsIjU0MzI5IiwiMTgyODA1OTIiLCIxODU5NTg2MSIsIjE4NjU1ODI5IiwiNTQzNjEiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,DVG Road Gandhi Bazar Basavanagudi Bangalore,Upahara Darshini,4.2/5,254,802661135.0,Basavanagudi,Quick Bites,Masala Dosa  Vada  Set Dosa  Filter Coffee  Raita  Idli Sambar  Crispy Dosa,South Indian,    Rated 4 0     RATED n  It is not hard to find a South Indian hotel in Basavanagudi
https://www.zomato.com/bangalore/mahalaxmi-tiffin-room-basavanagudi?context=eyJzZSI6eyJlIjpbIjUxNDAzIiwiNTE3OTgiLCI1OTY3MyIsIjU1NzA4Iiw1NzkwNSwiMTg4NTk2MjUiLCI1NjQ0NiIsIjE4NjA1OTg3IiwiMTg0NzIwMTQiLCIxODc5MzAxMCIsIjUyMzg5IiwiMTg4NDA0MTMiLCIxODg5MDk0MCIsIjUwNTQ5IiwiMTg2NzYzNjYiLCI1NDMyOSIsIjE4MjgwNTkyIiwiMTg1OTU4NjEiLCIxODY1NTgyOSIsIjU0MzYxIl0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,,Mahalaxmi Tiffin Room,4.1/5,177,,Basavanagudi,Quick Bites,Filter Coffee  Rava Idli  Kali Dosa  Carrot Halwa  Idli Vada  Vada Sambar  Bonda,South Indian,    Rated 4 0    RATED n  One of the oldest eat outs of Bengaluru   Nothing new to expect  menu is almost the same everytime you visit yet something you enjoy to eat   Not so very crowded  service is pretty quick        Rated 3 0     RATED n  Another gem in Basavangudi which had been present since pre Independence times  nWe ordered khali dose
https://www.zomato.com/bangalore/starlite-bakery-fastfood-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjUxNzk4IiwiNTk2NzMiLCI1NTcwOCIsIjU3OTA1IiwxODg1OTYyNSwiNTY0NDYiLCIxODYwNTk4NyIsIjE4NDcyMDE0IiwiMTg3OTMwMTAiLCI1MjM4OSIsIjE4ODQwNDEzIiwiMTg4OTA5NDAiLCI1MDU0OSIsIjE4Njc2MzY2IiwiNTQzMjkiLCIxODI4MDU5MiIsIjE4NTk1ODYxIiwiMTg2NTU4MjkiLCI1NDM2MSJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,,Starlite Bakery & Fastfood,3.7/5,23,804965326.0,Jayanagar,Quick Bites,,North Indian  Chinese  Rolls  Bakery  Arabian  Charcoal Chicken  Desserts,    Rated 5 0     RATED n  Chicken shawarma is too good
https://www.zomato.com/bangalore/sandwichwallas-basavanagudi?context=eyJzZSI6eyJlIjpbIjU5NjczIiwiNTU3MDgiLCI1NzkwNSIsIjE4ODU5NjI1Iiw1NjQ0NiwiMTg2MDU5ODciLCIxODQ3MjAxNCIsIjE4NzkzMDEwIiwiNTIzODkiLCIxODg0MDQxMyIsIjE4ODkwOTQwIiwiNTA1NDkiLCIxODY3NjM2NiIsIjU0MzI5IiwiMTgyODA1OTIiLCIxODU5NTg2MSIsIjE4NjU1ODI5IiwiNTQzNjEiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,,Sandwichwallas,4.0/5,132,,Basavanagudi,Quick Bites,Sandwiches  Veg Burger  Pizza Sandwich  Burgers  French Fries  Wedges  Club Sandwich,Fast Food,    Rated 4 0    RATED n  Ordered Veg Cutlet Sandwich  Peri Peri Wedges and Jalape   x83   x83   x82   x83   x83   x82   x82    os  Mixed Herbs  Chilli Flakes Cheese Garlic Bread  Delivered on time  packing was good all the items was hot  nNow coming to taste sandwich was good  wedges had right amount of spiciness in it and garlic bread was also ok ok  nOverall nice food        Rated 4 0     RATED n  It s a pocket friendly place  For your taste buds will be satisfied with the food  Varieties of garlic bread is what we repeatedly try  And jalapeno garlic bread is our personal favourite      
https://www.zomato.com/bangalore/j-k-fish-land-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjU1NzA4IiwiNTc5MDUiLCIxODg1OTYyNSIsIjU2NDQ2IiwxODYwNTk4NywiMTg0NzIwMTQiLCIxODc5MzAxMCIsIjUyMzg5IiwiMTg4NDA0MTMiLCIxODg5MDk0MCIsIjUwNTQ5IiwiMTg2NzYzNjYiLCI1NDMyOSIsIjE4MjgwNTkyIiwiMTg1OTU4NjEiLCIxODY1NTgyOSIsIjU0MzYxIl0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,272 14th Cross Road Yediyur Jayanagar Bangalore,J K Fish Land,3.6/5,35,,Jayanagar,Quick Bites,,Seafood  Mangalorean,    Rated 4 0    RATED n  One of the best dishes I ve had here is    squid ghee roast nFood is resonable  tasty and worth for what you are paying nTry out the boiled rice  which you don t get everywhere      Rated 5 0    RATED n  I am regular here this restaurant is amazing for karavali style foodies       supurb taste keep it up      karavali food lovers like me do visit this place      Rated 1 0     RATED n  Very worst food    don t waste your money   food also one or two days before prepared   I am asking biryani they r sending something like a jeere rice   
